pageSize,page,totalItems,totalPages,sortBy,sortOrder,path,uniqueKey,lastUpdated
100,4,575,6,Licence ID,desc,data/page/1742900bd68d1aa2aaa5ce6e825c0760.json,1742900bd68d1aa2aaa5ce6e825c0760,2024-12-04T09:07:50Z
100,5,712,8,Licence ID,desc,data/page/182aa5e389b6e0d69fc4d751de9e68cb.json,182aa5e389b6e0d69fc4d751de9e68cb,2024-12-04T09:07:50Z
100,9,575,6,Licence ID,desc,data/page/188d1c05972e6f1a45a31b11f87b7b6c.json,188d1c05972e6f1a45a31b11f87b7b6c,2024-12-04T09:07:50Z
100,6,870,9,Licence ID,desc,data/page/18bf3352bdfb0a865eee053c042f4702.json,18bf3352bdfb0a865eee053c042f4702,2024-12-04T09:07:50Z
100,19,575,6,Licence ID,desc,data/page/2093e27d619e773317c3260036449bd6.json,2093e27d619e773317c3260036449bd6,2024-12-04T09:07:50Z
100,28,575,6,Licence ID,desc,data/page/21e1fb9e9a34ef59f998f23eb852807c.json,21e1fb9e9a34ef59f998f23eb852807c,2024-12-04T09:07:50Z
100,2,575,6,Licence ID,desc,data/page/23f270373793fe3f187e08ae6e52ce3b.json,23f270373793fe3f187e08ae6e52ce3b,2024-12-04T09:07:50Z
100,5,268,3,Licence ID,desc,data/page/260666291b36e4b2a097830212324282.json,260666291b36e4b2a097830212324282,2024-12-04T09:07:50Z
100,5,327,4,Licence ID,desc,data/page/2708a6b64694d4da26382011fd000141.json,2708a6b64694d4da26382011fd000141,2024-12-04T09:07:50Z
100,6,327,4,Licence ID,desc,data/page/2815fb47111144fcb274f4772ca433fa.json,2815fb47111144fcb274f4772ca433fa,2024-12-04T09:07:50Z
100,21,575,6,Licence ID,desc,data/page/2d55d1b3ce6cc63ccba026618ee6a4d0.json,2d55d1b3ce6cc63ccba026618ee6a4d0,2024-12-04T09:07:50Z
100,21,3519,36,Licence ID,desc,data/page/2e9c93b1acced1749889968e0e0e47f1.json,2e9c93b1acced1749889968e0e0e47f1,2024-12-04T09:07:50Z
100,1,327,4,Licence ID,desc,data/page/2f0a03c46132915a6e3ee7a744c4b37e.json,2f0a03c46132915a6e3ee7a744c4b37e,2024-12-04T09:07:50Z
100,8,575,6,Licence ID,desc,data/page/32452102354c4c3f52484c885f162324.json,32452102354c4c3f52484c885f162324,2024-12-04T09:07:50Z
100,7,3519,36,Licence ID,desc,data/page/338ea7998d6a5b860a784f2d932ef798.json,338ea7998d6a5b860a784f2d932ef798,2024-12-04T09:07:50Z
100,4,359,4,Licence ID,desc,data/page/35565b9d3f5f8583a58607834aaf058f.json,35565b9d3f5f8583a58607834aaf058f,2024-12-04T09:07:50Z
100,2,327,4,Licence ID,desc,data/page/377f95d0952531a4c59902cdb4ded104.json,377f95d0952531a4c59902cdb4ded104,2024-12-04T09:07:50Z
100,5,441,5,Licence ID,desc,data/page/39ba5f40498aaa324ee8fd85beed6f78.json,39ba5f40498aaa324ee8fd85beed6f78,2024-12-04T09:07:50Z
100,33,3519,36,Licence ID,desc,data/page/3c0dba68cc99c725c143f84b7313e7f5.json,3c0dba68cc99c725c143f84b7313e7f5,2024-12-04T09:07:50Z
100,3,870,9,Licence ID,desc,data/page/3d7f96dadc78c68f6a648ac990416b35.json,3d7f96dadc78c68f6a648ac990416b35,2024-12-04T09:07:50Z
100,22,3519,36,Licence ID,desc,data/page/41001ab59397f775c6ec571323b847d9.json,41001ab59397f775c6ec571323b847d9,2024-12-04T09:07:50Z
100,27,575,6,Licence ID,desc,data/page/42104d147902220523ecd387fbf594fb.json,42104d147902220523ecd387fbf594fb,2024-12-04T09:07:50Z
100,13,575,6,Licence ID,desc,data/page/435fb80e3a94a1aedfedbabe5aee3e68.json,435fb80e3a94a1aedfedbabe5aee3e68,2024-12-04T09:07:50Z
100,34,575,6,Licence ID,desc,data/page/4567cfa473bcfeb9fe879c721edc8bd1.json,4567cfa473bcfeb9fe879c721edc8bd1,2024-12-04T09:07:50Z
100,16,3519,36,Licence ID,desc,data/page/49753942d264484b07a5ed8643768ff4.json,49753942d264484b07a5ed8643768ff4,2024-12-04T09:07:50Z
100,7,712,8,Licence ID,desc,data/page/49eb64338067997a2fea47a681195181.json,49eb64338067997a2fea47a681195181,2024-12-04T09:07:50Z
100,32,3519,36,Licence ID,desc,data/page/4c40e7cf85ff12ffc25f6667754cca69.json,4c40e7cf85ff12ffc25f6667754cca69,2024-12-04T09:07:50Z
100,25,575,6,Licence ID,desc,data/page/4e4b6f1157a64df278b3bdda1cd9046b.json,4e4b6f1157a64df278b3bdda1cd9046b,2024-12-04T09:07:50Z
100,30,3519,36,Licence ID,desc,data/page/4ecd70a953626aa11372350266cb2a4d.json,4ecd70a953626aa11372350266cb2a4d,2024-12-04T09:07:50Z
100,25,3519,36,Licence ID,desc,data/page/562c28428f208534adb043e0257a7f17.json,562c28428f208534adb043e0257a7f17,2024-12-04T09:07:50Z
100,4,327,4,Licence ID,desc,data/page/59ed5e449b02fd955c3687d3bb29dfba.json,59ed5e449b02fd955c3687d3bb29dfba,2024-12-04T09:07:50Z
100,12,3519,36,Licence ID,desc,data/page/5c0004503dae3c35ea577f66a6a4597e.json,5c0004503dae3c35ea577f66a6a4597e,2024-12-04T09:07:50Z
100,1,1094,11,Licence ID,desc,data/page/5d218ff1b9f157aa94d847da8d84829c.json,5d218ff1b9f157aa94d847da8d84829c,2024-12-04T09:07:50Z
100,3,327,4,Licence ID,desc,data/page/5e0a5699961ad73d53ab1568d7fa6ca8.json,5e0a5699961ad73d53ab1568d7fa6ca8,2024-12-04T09:07:50Z
100,3,359,4,Licence ID,desc,data/page/5e2000b0b04b047c20ca8a7b7246ea2c.json,5e2000b0b04b047c20ca8a7b7246ea2c,2024-12-04T09:07:50Z
100,12,575,6,Licence ID,desc,data/page/5e3436e01e701e5009b462781d52843c.json,5e3436e01e701e5009b462781d52843c,2024-12-04T09:07:50Z
100,2,3519,36,Licence ID,desc,data/page/5e7a29eaed5ce49c7c7bd9cf842052db.json,5e7a29eaed5ce49c7c7bd9cf842052db,2024-12-04T09:07:50Z
100,8,870,9,Licence ID,desc,data/page/5feb990509a342a5f73be434c7b07778.json,5feb990509a342a5f73be434c7b07778,2024-12-04T09:07:50Z
100,4,18,1,Licence ID,desc,data/page/6043505c60971c77572158a213aefe0c.json,6043505c60971c77572158a213aefe0c,2024-12-04T09:07:50Z
100,1,1105,12,Licence ID,desc,data/page/6193b8552232db301a926649f24d1be5.json,6193b8552232db301a926649f24d1be5,2024-12-04T09:07:50Z
100,1,359,4,Licence ID,desc,data/page/668dc5d828bc0efb0049309b42ef4ecd.json,668dc5d828bc0efb0049309b42ef4ecd,2024-12-04T09:07:50Z
100,2,441,5,Licence ID,desc,data/page/66c8066198fa3759a1191337fa5db93b.json,66c8066198fa3759a1191337fa5db93b,2024-12-04T09:07:50Z
100,3,18,1,Licence ID,desc,data/page/6a19b40891298821c7353bb5b34e6d20.json,6a19b40891298821c7353bb5b34e6d20,2024-12-04T09:07:50Z
100,31,3519,36,Licence ID,desc,data/page/6a33ce087cf8e44c421a5105460f6945.json,6a33ce087cf8e44c421a5105460f6945,2024-12-04T09:07:50Z
100,17,3519,36,Licence ID,desc,data/page/6c6b26caac50bd8568985275651c7cec.json,6c6b26caac50bd8568985275651c7cec,2024-12-04T09:07:50Z
100,1,652,7,Licence ID,desc,data/page/70f82c6aff3a476decdcc26bd60f8ec9.json,70f82c6aff3a476decdcc26bd60f8ec9,2024-12-04T09:07:50Z
100,1,441,5,Licence ID,desc,data/page/7200e7bb0e9cc4504e966ac187f575e6.json,7200e7bb0e9cc4504e966ac187f575e6,2024-12-04T09:07:50Z
100,3,0,0,Licence ID,desc,data/page/736eea9c226359f650bcf367384864fb.json,736eea9c226359f650bcf367384864fb,2024-12-04T09:07:50Z
100,2,0,0,Licence ID,desc,data/page/74541e9ce07b455592d737824d69004e.json,74541e9ce07b455592d737824d69004e,2024-12-04T09:07:50Z
100,3,652,7,Licence ID,desc,data/page/747bfb3030389bd3c27d8bdb3ca2703b.json,747bfb3030389bd3c27d8bdb3ca2703b,2024-12-04T09:07:50Z
100,3,441,5,Licence ID,desc,data/page/74b63c2ca14d753d03bb54eba1f264b0.json,74b63c2ca14d753d03bb54eba1f264b0,2024-12-04T09:07:50Z
100,8,652,7,Licence ID,desc,data/page/77feceecdd7dc9775dcff9d05c92e7ee.json,77feceecdd7dc9775dcff9d05c92e7ee,2024-12-04T09:07:50Z
100,5,652,7,Licence ID,desc,data/page/791a738a314015875bbbcc9a80e21d63.json,791a738a314015875bbbcc9a80e21d63,2024-12-04T09:07:50Z
100,13,3519,36,Licence ID,desc,data/page/7a0fad62a673a14ee0b8b7e9f5e718d5.json,7a0fad62a673a14ee0b8b7e9f5e718d5,2024-12-04T09:07:50Z
100,31,575,6,Licence ID,desc,data/page/7ce6756a17ad8271d01029d51482978a.json,7ce6756a17ad8271d01029d51482978a,2024-12-04T09:07:50Z
100,30,575,6,Licence ID,desc,data/page/81f23c33946dc6b2d30a5117a79c9cc9.json,81f23c33946dc6b2d30a5117a79c9cc9,2024-12-04T09:07:50Z
100,1,571,6,Licence ID,desc,data/page/837f87c5041ef6fd7709458446b80db1.json,837f87c5041ef6fd7709458446b80db1,2024-12-04T09:07:50Z
100,4,870,9,Licence ID,desc,data/page/861643087571ccf38a1943185cebcea2.json,861643087571ccf38a1943185cebcea2,2024-12-04T09:07:50Z
100,20,3519,36,Licence ID,desc,data/page/8787bd82bd1a498982f81f5e71c85d58.json,8787bd82bd1a498982f81f5e71c85d58,2024-12-04T09:07:50Z
100,29,3519,36,Licence ID,desc,data/page/887ad8818a98e5621f83f15782a4ea1d.json,887ad8818a98e5621f83f15782a4ea1d,2024-12-04T09:07:50Z
100,10,3519,36,Licence ID,desc,data/page/8c50ce4de0c7a7327606b94dd05ea182.json,8c50ce4de0c7a7327606b94dd05ea182,2024-12-04T09:07:50Z
100,18,575,6,Licence ID,desc,data/page/8c8ab729fc571e2d007797b3b9e67326.json,8c8ab729fc571e2d007797b3b9e67326,2024-12-04T09:07:50Z
100,23,3519,36,Licence ID,desc,data/page/8d4f6ab721341020ed91c4cd6e265a04.json,8d4f6ab721341020ed91c4cd6e265a04,2024-12-04T09:07:50Z
100,9,3519,36,Licence ID,desc,data/page/8ee23d3100ec2e9c7f0c786eaf5d24d2.json,8ee23d3100ec2e9c7f0c786eaf5d24d2,2024-12-04T09:07:50Z
100,2,870,9,Licence ID,desc,data/page/8f81ac0eaf236885032fbfa64d71292d.json,8f81ac0eaf236885032fbfa64d71292d,2024-12-04T09:07:50Z
100,1,789,8,Licence ID,desc,data/page/90e35ded1699b8e8cf7d1799acb69b8d.json,90e35ded1699b8e8cf7d1799acb69b8d,2024-12-04T09:07:50Z
100,22,575,6,Licence ID,desc,data/page/910ed910837ff87155163e70c9038b54.json,910ed910837ff87155163e70c9038b54,2024-12-04T09:07:50Z
100,9,870,9,Licence ID,desc,data/page/925efea6e18925f4732e547630d7b4f2.json,925efea6e18925f4732e547630d7b4f2,2024-12-04T09:07:50Z
100,11,575,6,Licence ID,desc,data/page/94ea16028b312c70648a8d5bc38df8b1.json,94ea16028b312c70648a8d5bc38df8b1,2024-12-04T09:07:50Z
100,24,3519,36,Licence ID,desc,data/page/9750fe9e6113ed4b743200729f88d470.json,9750fe9e6113ed4b743200729f88d470,2024-12-04T09:07:50Z
100,3,268,3,Licence ID,desc,data/page/983bad618961cf6b792ccc3668449f1d.json,983bad618961cf6b792ccc3668449f1d,2024-12-04T09:07:50Z
100,36,575,6,Licence ID,desc,data/page/9bd4ccc10b07326cce04e79334923c92.json,9bd4ccc10b07326cce04e79334923c92,2024-12-04T09:07:50Z
100,4,652,7,Licence ID,desc,data/page/9cf953d9c1f49e5ae3cfe1f547f33354.json,9cf953d9c1f49e5ae3cfe1f547f33354,2024-12-04T09:07:50Z
100,1,870,9,Licence ID,desc,data/page/9ee4100e47bd673875934b7d948f96a0.json,9ee4100e47bd673875934b7d948f96a0,2024-12-04T09:07:50Z
100,6,575,6,Licence ID,desc,data/page/a0b780ddd2e8bb324013a6e7fef43a0e.json,a0b780ddd2e8bb324013a6e7fef43a0e,2024-12-04T09:07:50Z
100,1,3519,36,Licence ID,desc,data/page/a677c759443a087df58d2a2afaf3f06a.json,a677c759443a087df58d2a2afaf3f06a,2024-12-04T09:07:50Z
100,3,3519,36,Licence ID,desc,data/page/a99122e104957c4b38f02944735aef02.json,a99122e104957c4b38f02944735aef02,2024-12-04T09:07:50Z
100,33,575,6,Licence ID,desc,data/page/a9a4eb6e9333da920092440ad630ff77.json,a9a4eb6e9333da920092440ad630ff77,2024-12-04T09:07:50Z
100,4,3519,36,Licence ID,desc,data/page/ab87dbaa8509ea6e91d703e51c1b02f6.json,ab87dbaa8509ea6e91d703e51c1b02f6,2024-12-04T09:07:50Z
100,1,1138,12,Licence ID,desc,data/page/acfd2860fb730604bbd02452e81fd1b4.json,acfd2860fb730604bbd02452e81fd1b4,2024-12-04T09:07:50Z
100,8,712,8,Licence ID,desc,data/page/ae10daea5dbe4c9b363fad8826825933.json,ae10daea5dbe4c9b363fad8826825933,2024-12-04T09:07:50Z
100,3,712,8,Licence ID,desc,data/page/aff2107a328f11737b32e8f920a5a41f.json,aff2107a328f11737b32e8f920a5a41f,2024-12-04T09:07:50Z
100,5,575,6,Licence ID,desc,data/page/b5662e3c9017e3ce6c5ccb593e3b83b0.json,b5662e3c9017e3ce6c5ccb593e3b83b0,2024-12-04T09:07:50Z
100,14,3519,36,Licence ID,desc,data/page/b81ec0b3226eb76d1ed097ce89e9ea69.json,b81ec0b3226eb76d1ed097ce89e9ea69,2024-12-04T09:07:50Z
100,32,575,6,Licence ID,desc,data/page/b9a92b9d116f580f4bde806d16612174.json,b9a92b9d116f580f4bde806d16612174,2024-12-04T09:07:50Z
100,29,575,6,Licence ID,desc,data/page/b9d592e93b4c52c22a54900c4dbaf14e.json,b9d592e93b4c52c22a54900c4dbaf14e,2024-12-04T09:07:50Z
100,4,712,8,Licence ID,desc,data/page/bba076a51ae86fc9dd2a958d5fdd0e99.json,bba076a51ae86fc9dd2a958d5fdd0e99,2024-12-04T09:07:50Z
100,6,441,5,Licence ID,desc,data/page/bc7349bccb0e95297dae3726abfe700a.json,bc7349bccb0e95297dae3726abfe700a,2024-12-04T09:07:50Z
100,9,652,7,Licence ID,desc,data/page/bd2ad26b78009fc833504421534ebd43.json,bd2ad26b78009fc833504421534ebd43,2024-12-04T09:07:50Z
100,23,575,6,Licence ID,desc,data/page/bde16dbcde338f24bd59f5df7c7a807e.json,bde16dbcde338f24bd59f5df7c7a807e,2024-12-04T09:07:50Z
100,11,3519,36,Licence ID,desc,data/page/c249ab4d3e03450ff111aaff4a52dd89.json,c249ab4d3e03450ff111aaff4a52dd89,2024-12-04T09:07:50Z
100,1,712,8,Licence ID,desc,data/page/c3913377e16ff08349ae9ae647892dc0.json,c3913377e16ff08349ae9ae647892dc0,2024-12-04T09:07:50Z
100,26,3519,36,Licence ID,desc,data/page/c4147f776aa931cb1deae2a42f446199.json,c4147f776aa931cb1deae2a42f446199,2024-12-04T09:07:50Z
100,6,3519,36,Licence ID,desc,data/page/c79db43c21c128c9597a2124f67d9085.json,c79db43c21c128c9597a2124f67d9085,2024-12-04T09:07:50Z
100,8,3519,36,Licence ID,desc,data/page/c914072b2f3b7b17d0ff76e2ba9935fd.json,c914072b2f3b7b17d0ff76e2ba9935fd,2024-12-04T09:07:50Z
100,19,3519,36,Licence ID,desc,data/page/d401a868f64b57c765327208c5f57387.json,d401a868f64b57c765327208c5f57387,2024-12-04T09:07:50Z
100,2,712,8,Licence ID,desc,data/page/d565531a0d1e69f18525b509be496d62.json,d565531a0d1e69f18525b509be496d62,2024-12-04T09:07:50Z
100,26,575,6,Licence ID,desc,data/page/d7f57c1d2740fadaf00137a78f9e6103.json,d7f57c1d2740fadaf00137a78f9e6103,2024-12-04T09:07:50Z
100,2,652,7,Licence ID,desc,data/page/da9b6b9ebe6e9c3e45294b8ed2fefa55.json,da9b6b9ebe6e9c3e45294b8ed2fefa55,2024-12-04T09:07:50Z
100,18,3519,36,Licence ID,desc,data/page/dc062955aa2ed849b5db4f0ad11462e9.json,dc062955aa2ed849b5db4f0ad11462e9,2024-12-04T09:07:50Z
100,16,575,6,Licence ID,desc,data/page/e237a7b2618f8f23e0c88788066ac78d.json,e237a7b2618f8f23e0c88788066ac78d,2024-12-04T09:07:50Z
100,5,870,9,Licence ID,desc,data/page/e5e95fee2e86593ecfb03ccf838a0f7b.json,e5e95fee2e86593ecfb03ccf838a0f7b,2024-12-04T09:07:50Z
100,6,712,8,Licence ID,desc,data/page/e672f05d46fab4687a7806d8bb9df0fb.json,e672f05d46fab4687a7806d8bb9df0fb,2024-12-04T09:07:50Z
100,1,498,5,Licence ID,desc,data/page/ebab675381b1c8c8bf3aa7cc360f425c.json,ebab675381b1c8c8bf3aa7cc360f425c,2024-12-04T09:07:50Z
100,36,3519,36,Licence ID,desc,data/page/ee8518fce8dddb05cd8f3c695033b3b5.json,ee8518fce8dddb05cd8f3c695033b3b5,2024-12-04T09:07:50Z
100,7,575,6,Licence ID,desc,data/page/ef2fb54de8375a2b403c611dd12bfb44.json,ef2fb54de8375a2b403c611dd12bfb44,2024-12-04T09:07:50Z
100,34,3519,36,Licence ID,desc,data/page/f1aff24fd9093133ac8930b631ec114d.json,f1aff24fd9093133ac8930b631ec114d,2024-12-04T09:07:50Z
100,7,870,9,Licence ID,desc,data/page/f32a49def866f570e9db3b7987302317.json,f32a49def866f570e9db3b7987302317,2024-12-04T09:07:50Z
100,35,3519,36,Licence ID,desc,data/page/f621dd656f4ac7e863038945096630e1.json,f621dd656f4ac7e863038945096630e1,2024-12-04T09:07:50Z
100,7,652,7,Licence ID,desc,data/page/f84b70a2e0c2c95b7d308416b4d700fe.json,f84b70a2e0c2c95b7d308416b4d700fe,2024-12-04T09:07:50Z
100,10,575,6,Licence ID,desc,data/page/fa2adbae99b190d5aad89425ba1bc833.json,fa2adbae99b190d5aad89425ba1bc833,2024-12-04T09:07:50Z
100,27,3519,36,Licence ID,desc,data/page/fa40fcaf34344a635e905081ba045363.json,fa40fcaf34344a635e905081ba045363,2024-12-04T09:07:50Z
100,7,441,5,Licence ID,desc,data/page/fb67409d9474e46b0f5f4b02e8c6db21.json,fb67409d9474e46b0f5f4b02e8c6db21,2024-12-04T09:07:50Z
100,15,3519,36,Licence ID,desc,data/page/fbdead96aa6fd83b80616674c0035c89.json,fbdead96aa6fd83b80616674c0035c89,2024-12-04T09:07:50Z
100,24,575,6,Licence ID,desc,data/page/fc1e51b124afc09b3653a9463780437d.json,fc1e51b124afc09b3653a9463780437d,2024-12-04T09:07:50Z
